7155.65488,2.529e-30,0.0607,0.53,0.315,#,-0.04,4715.9668,51,57,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7155.685757,5.164e-27,0.0578,0.55,0.352,#,-0.01174,2905.4334,45,45,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7155.85404,3.93e-25,0.0649,0.6,0.315,#,-0.03364,1340.8849,21,19,4,5,4,2,6,0,3,1386,1216,1232,1411,817,0,1411
7155.868064,3.2e-30,0.0734,0.65,0.352,#,0.0,816.6942,13,15,4,2,2,3,2,0,0,1387,1385,773,819,817,0,886
7155.884824,6.636e-30,0.0466,0.45,0.265,#,-0.02567,3770.8789,75,75,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7155.899518,5.56e-26,0.0843,0.71,0.333,#,0.00179,982.9117,15,17,4,5,4,2,2,0,3,15,1214,1232,1411,817,0,1411
7155.960411,1.158e-30,0.0886,0.71,0.352,#,-0.00739,3739.5188,13,15,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7155.987736,1.898e-27,0.0394,0.37,0.235,#,-0.01544,3084.8357,87,87,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7156.054344,4.32e-24,0.1,0.75,0.434,#,-0.00418,173.3658,15,21,7,5,4,2,6,0,3,15,1216,1419,1413,817,0,1413
7156.102835,3.328e-30,0.0518,0.56,0.235,#,-0.03292,3266.5143,31,29,2,3,2,3,2,0,0,1387,1380,1419,1413,817,0,1413
7156.11289,8.74e-25,0.093,0.72,0.434,#,0.00752,142.2785,9,7,4,5,4,2,6,0,3,1386,1216,1232,1411,817,0,1411
7156.22596,1.519e-30,0.0434,0.47,0.208,#,0.01795,3439.3066,93,99,3,3,2,3,2,0,0,1387,1380,1232,1411,817,0,1411
7156.326065,6.941e-29,0.1063,0.76,0.48,#,0.00022,3779.4931,5,3,3,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7156.330595,3.35e-29,0.1056,0.76,0.48,#,-0.00757,3196.0934,5,3,3,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7156.35173,4.07e-25,0.0924,0.73,0.391,#,-0.01279,503.9681,9,11,4,5,4,2,2,0,3,1386,1216,1419,1413,817,0,1413
7156.454723,1.27e-24,0.1067,0.76,0.456,#,-0.00622,1693.65,3,5,4,5,4,2,4,0,3,1208,1216,1232,1411,817,0,1411
7156.464218,2.381e-27,0.0718,0.69,0.265,#,-0.03255,2300.685,23,25,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7156.48196,6.75e-30,0.0336,0.34,0.25,#,-0.00602,3879.7208,29,27,2,3,2,3,2,0,3,1387,1380,1232,1411,817,0,42
7156.4961,7.36e-27,0.0748,0.66,0.333,#,0.00627,882.8903,15,17,4,4,4,2,2,0,3,1208,1214,1232,1411,817,0,1411
7156.561272,1.031e-24,0.0703,0.62,0.352,#,-0.01919,1059.6467,17,15,7,4,2,3,2,0,0,1387,1386,1232,1411,817,0,1411
7156.722054,4.524e-26,0.062,0.56,0.281,#,0.01296,1813.2234,75,69,4,6,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7156.723197,9.743e-23,0.0851,0.72,0.391,#,-0.00884,508.8121,27,33,4,6,4,2,5,0,3,1208,1380,1419,1413,817,0,1413
7156.739325,1.052e-29,0.0734,0.65,0.352,#,0.0,931.2371,39,45,4,3,2,3,2,0,0,1387,1385,773,819,817,0,886
7156.779104,2.693e-29,0.1053,0.76,0.456,#,-0.01085,3734.8969,9,15,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7156.817142,1.068e-21,0.1012,0.75,0.434,#,-0.00939,212.1564,21,21,4,6,6,2,6,0,1,1208,1380,1419,1413,817,0,1413
7156.819,3.12e-27,0.0846,0.74,0.352,#,-0.00738,842.3566,39,45,4,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.012201,4.899e-27,0.1005,0.75,0.456,#,-0.00928,1743.4862,7,5,3,3,4,2,2,0,3,1387,1380,1232,1411,817,0,1411
7157.032389,7.719e-29,0.0939,0.74,0.434,#,0.00622,1772.4134,27,21,4,3,4,3,2,0,3,1387,1380,1232,1411,817,0,1411
7157.044134,2.521e-22,0.1025,0.76,0.456,#,-0.00836,136.1639,5,5,4,6,4,2,6,0,3,15,1380,1419,1413,817,0,1413
